id,Actual Count,Result at conf = 0.0275,Difference,Percentage Error,,Result at conf = 0.1,Difference,Percentage Error,,Result at conf = 0.025,Difference,Percentage Error,,Result at conf = 0.0225,Difference,Percentage Error,
1229,30,27,3,0.1000,,19,11,0.3667,,28,2,0.0667,,31,-1,0.0333,
1230,30,28,2,0.0667,,20,10,0.3333,,30,0,0.0000,,35,-5,0.1667,
1231,31,34,-3,0.0968,,20,11,0.3548,,34,-3,0.0968,,37,-6,0.1935,
1232,33,29,4,0.1212,,20,13,0.3939,,29,4,0.1212,,31,2,0.0606,
1233,32,29,3,0.0938,,20,12,0.3750,,31,1,0.0313,,31,1,0.0313,
1234,36,29,7,0.1944,,25,11,0.3056,,30,6,0.1667,,31,5,0.1389,
1235,37,32,5,0.1351,,20,17,0.4595,,32,5,0.1351,,38,-1,0.0270,
1236,34,30,4,0.1176,,17,17,0.5000,,31,3,0.0882,,35,-1,0.0294,
1237,34,28,6,0.1765,,21,13,0.3824,,28,6,0.1765,,30,4,0.1176,
1238,37,29,8,0.2162,,21,16,0.4324,,32,5,0.1351,,35,2,0.0541,
1239,35,32,3,0.0857,,20,15,0.4286,,32,3,0.0857,,34,1,0.0286,
1240,35,34,1,0.0286,,26,9,0.2571,,34,1,0.0286,,35,0,0.0000,
1241,30,32,-2,0.0667,,21,9,0.3000,,32,-2,0.0667,,35,-5,0.1667,
1242,32,34,-2,0.0625,,24,8,0.2500,,34,-2,0.0625,,38,-6,0.1875,
1243,32,35,-3,0.0938,,24,8,0.2500,,36,-4,0.1250,,40,-8,0.2500,
1244,34,31,3,0.0882,,24,10,0.2941,,32,2,0.0588,,36,-2,0.0588,
1245,32,28,4,0.1250,,20,12,0.3750,,29,3,0.0938,,29,3,0.0938,
1246,31,30,1,0.0323,,19,12,0.3871,,31,0,0.0000,,32,-1,0.0323,
1247,32,27,5,0.1563,,22,10,0.3125,,29,3,0.0938,,31,1,0.0313,
1248,27,29,-2,0.0741,,21,6,0.2222,,30,-3,0.1111,,31,-4,0.1481,
1249,25,24,1,0.0400,,21,4,0.1600,,25,0,0.0000,,25,0,0.0000,
1250,30,29,1,0.0333,,20,10,0.3333,,29,1,0.0333,,31,-1,0.0333,
1251,29,27,2,0.0690,,16,13,0.4483,,27,2,0.0690,,30,-1,0.0345,
1252,28,26,2,0.0714,,19,9,0.3214,,26,2,0.0714,,27,1,0.0357,
1253,29,37,-8,0.2759,,23,6,0.2069,,37,-8,0.2759,,38,-9,0.3103,
1254,31,26,5,0.1613,,20,11,0.3548,,26,5,0.1613,,29,2,0.0645,
1255,31,28,3,0.0968,,21,10,0.3226,,31,0,0.0000,,33,-2,0.0645,
1256,32,26,6,0.1875,,23,9,0.2813,,26,6,0.1875,,28,4,0.1250,
1257,30,32,-2,0.0667,,14,16,0.5333,,33,-3,0.1000,,36,-6,0.2000,
1258,24,30,-6,0.2500,,18,6,0.2500,,30,-6,0.2500,,33,-9,0.3750,
1259,26,27,-1,0.0385,,14,12,0.4615,,27,-1,0.0385,,28,-2,0.0769,
1260,24,37,-13,0.5417,,20,4,0.1667,,39,-15,0.6250,,44,-20,0.8333,
1261,21,26,-5,0.2381,,20,1,0.0476,,28,-7,0.3333,,30,-9,0.4286,
1262,24,26,-2,0.0833,,18,6,0.2500,,26,-2,0.0833,,27,-3,0.1250,
1263,26,27,-1,0.0385,,19,7,0.2692,,28,-2,0.0769,,31,-5,0.1923,
1264,30,26,4,0.1333,,20,10,0.3333,,26,4,0.1333,,29,1,0.0333,
1265,33,24,9,0.2727,,20,13,0.3939,,25,8,0.2424,,26,7,0.2121,
1266,37,25,12,0.3243,,19,18,0.4865,,25,12,0.3243,,26,11,0.2973,
1267,33,27,6,0.1818,,18,15,0.4545,,29,4,0.1212,,29,4,0.1212,
1268,31,33,-2,0.0645,,19,12,0.3871,,33,-2,0.0645,,33,-2,0.0645,
1269,30,29,1,0.0333,,19,11,0.3667,,30,0,0.0000,,30,0,0.0000,
1270,29,27,2,0.0690,,20,9,0.3103,,27,2,0.0690,,32,-3,0.1034,
1271,29,31,-2,0.0690,,22,7,0.2414,,31,-2,0.0690,,31,-2,0.0690,
1272,34,25,9,0.2647,,20,14,0.4118,,25,9,0.2647,,26,8,0.2353,
1273,37,27,10,0.2703,,19,18,0.4865,,27,10,0.2703,,30,7,0.1892,
1274,33,22,11,0.3333,,19,14,0.4242,,22,11,0.3333,,24,9,0.2727,
1275,33,28,5,0.1515,,18,15,0.4545,,28,5,0.1515,,30,3,0.0909,
1276,28,32,-4,0.1429,,19,9,0.3214,,34,-6,0.2143,,35,-7,0.2500,
1277,29,24,5,0.1724,,17,12,0.4138,,25,4,0.1379,,27,2,0.0690,
1278,25,29,-4,0.1600,,19,6,0.2400,,29,-4,0.1600,,33,-8,0.3200,
1279,21,33,-12,0.5714,,17,4,0.1905,,35,-14,0.6667,,38,-17,0.8095,
1280,20,30,-10,0.5000,,20,0,0.0000,,31,-11,0.5500,,36,-16,0.8000,
1281,22,25,-3,0.1364,,19,3,0.1364,,26,-4,0.1818,,30,-8,0.3636,
1282,24,28,-4,0.1667,,16,8,0.3333,,28,-4,0.1667,,30,-6,0.2500,
1283,25,32,-7,0.2800,,18,7,0.2800,,32,-7,0.2800,,36,-11,0.4400,
1284,24,24,0,0.0000,,17,7,0.2917,,24,0,0.0000,,28,-4,0.1667,
1285,26,26,0,0.0000,,20,6,0.2308,,27,-1,0.0385,,27,-1,0.0385,
1286,26,28,-2,0.0769,,21,5,0.1923,,28,-2,0.0769,,29,-3,0.1154,
1287,23,27,-4,0.1739,,19,4,0.1739,,29,-6,0.2609,,29,-6,0.2609,
1288,26,27,-1,0.0385,,18,8,0.3077,,28,-2,0.0769,,28,-2,0.0769,
1289,26,28,-2,0.0769,,20,6,0.2308,,29,-3,0.1154,,30,-4,0.1538,
1290,25,27,-2,0.0800,,19,6,0.2400,,27,-2,0.0800,,29,-4,0.1600,
1291,26,25,1,0.0385,,20,6,0.2308,,27,-1,0.0385,,28,-2,0.0769,
1292,27,26,1,0.0370,,17,10,0.3704,,27,0,0.0000,,31,-4,0.1481,
1293,28,27,1,0.0357,,19,9,0.3214,,27,1,0.0357,,29,-1,0.0357,
1294,29,24,5,0.1724,,18,11,0.3793,,24,5,0.1724,,24,5,0.1724,
1295,28,28,0,0.0000,,18,10,0.3571,,29,-1,0.0357,,30,-2,0.0714,
1296,27,28,-1,0.0370,,19,8,0.2963,,29,-2,0.0741,,29,-2,0.0741,
1297,25,27,-2,0.0800,,22,3,0.1200,,27,-2,0.0800,,31,-6,0.2400,
1298,25,29,-4,0.1600,,22,3,0.1200,,30,-5,0.2000,,33,-8,0.3200,
1299,27,30,-3,0.1111,,19,8,0.2963,,30,-3,0.1111,,31,-4,0.1481,
1300,29,29,0,0.0000,,21,8,0.2759,,31,-2,0.0690,,37,-8,0.2759,
1301,29,25,4,0.1379,,20,9,0.3103,,26,3,0.1034,,31,-2,0.0690,
1302,29,31,-2,0.0690,,20,9,0.3103,,31,-2,0.0690,,33,-4,0.1379,
1303,29,32,-3,0.1034,,21,8,0.2759,,32,-3,0.1034,,34,-5,0.1724,
1304,30,27,3,0.1000,,21,9,0.3000,,29,1,0.0333,,30,0,0.0000,
1305,29,28,1,0.0345,,20,9,0.3103,,28,1,0.0345,,30,-1,0.0345,
1306,29,33,-4,0.1379,,21,8,0.2759,,34,-5,0.1724,,34,-5,0.1724,
1307,31,28,3,0.0968,,21,10,0.3226,,28,3,0.0968,,31,0,0.0000,
1308,25,29,-4,0.1600,,18,7,0.2800,,29,-4,0.1600,,32,-7,0.2800,
1309,25,24,1,0.0400,,19,6,0.2400,,24,1,0.0400,,27,-2,0.0800,
1310,27,26,1,0.0370,,21,6,0.2222,,26,1,0.0370,,27,0,0.0000,
1311,30,30,0,0.0000,,22,8,0.2667,,30,0,0.0000,,34,-4,0.1333,
1312,30,28,2,0.0667,,16,14,0.4667,,28,2,0.0667,,32,-2,0.0667,
1313,25,32,-7,0.2800,,22,3,0.1200,,33,-8,0.3200,,34,-9,0.3600,
1314,25,32,-7,0.2800,,21,4,0.1600,,33,-8,0.3200,,36,-11,0.4400,
1315,23,29,-6,0.2609,,21,2,0.0870,,29,-6,0.2609,,35,-12,0.5217,
1316,21,27,-6,0.2857,,17,4,0.1905,,29,-8,0.3810,,35,-14,0.6667,
1317,26,29,-3,0.1154,,19,7,0.2692,,32,-6,0.2308,,33,-7,0.2692,
1318,27,28,-1,0.0370,,19,8,0.2963,,29,-2,0.0741,,34,-7,0.2593,
1319,29,25,4,0.1379,,19,10,0.3448,,25,4,0.1379,,27,2,0.0690,
1320,28,32,-4,0.1429,,22,6,0.2143,,33,-5,0.1786,,38,-10,0.3571,
1321,29,33,-4,0.1379,,20,9,0.3103,,33,-4,0.1379,,33,-4,0.1379,
1322,30,34,-4,0.1333,,24,6,0.2000,,34,-4,0.1333,,35,-5,0.1667,
1323,33,32,1,0.0303,,23,10,0.3030,,33,0,0.0000,,36,-3,0.0909,
1324,36,29,7,0.1944,,20,16,0.4444,,29,7,0.1944,,30,6,0.1667,
1325,36,35,1,0.0278,,20,16,0.4444,,35,1,0.0278,,36,0,0.0000,
1326,39,36,3,0.0769,,24,15,0.3846,,38,1,0.0256,,40,-1,0.0256,
1327,37,32,5,0.1351,,19,18,0.4865,,33,4,0.1081,,36,1,0.0270,
1328,42,32,10,0.2381,,19,23,0.5476,,32,10,0.2381,,33,9,0.2143,
1329,44,34,10,0.2273,,22,22,0.5000,,34,10,0.2273,,36,8,0.1818,
1330,45,35,10,0.2222,,25,20,0.4444,,35,10,0.2222,,37,8,0.1778,
1331,41,30,11,0.2683,,21,20,0.4878,,30,11,0.2683,,31,10,0.2439,
1332,42,36,6,0.1429,,23,19,0.4524,,36,6,0.1429,,37,5,0.1190,
1333,43,35,8,0.1860,,21,22,0.5116,,35,8,0.1860,,38,5,0.1163,
1334,45,32,13,0.2889,,20,25,0.5556,,32,13,0.2889,,33,12,0.2667,
1335,39,28,11,0.2821,,21,18,0.4615,,28,11,0.2821,,28,11,0.2821,
1336,42,33,9,0.2143,,20,22,0.5238,,34,8,0.1905,,36,6,0.1429,
1337,40,33,7,0.1750,,23,17,0.4250,,33,7,0.1750,,33,7,0.1750,
1338,33,30,3,0.0909,,22,11,0.3333,,30,3,0.0909,,33,0,0.0000,
1339,36,26,10,0.2778,,19,17,0.4722,,27,9,0.2500,,27,9,0.2500,
1340,38,28,10,0.2632,,19,19,0.5000,,29,9,0.2368,,31,7,0.1842,
1341,37,31,6,0.1622,,21,16,0.4324,,34,3,0.0811,,36,1,0.0270,
1342,35,29,6,0.1714,,21,14,0.4000,,30,5,0.1429,,34,1,0.0286,
1343,34,32,2,0.0588,,21,13,0.3824,,34,0,0.0000,,35,-1,0.0294,
1344,36,36,0,0.0000,,24,12,0.3333,,36,0,0.0000,,38,-2,0.0556,
1345,40,35,5,0.1250,,26,14,0.3500,,35,5,0.1250,,37,3,0.0750,
1346,41,35,6,0.1463,,22,19,0.4634,,37,4,0.0976,,39,2,0.0488,
1347,39,39,0,0.0000,,23,16,0.4103,,41,-2,0.0513,,43,-4,0.1026,
1348,41,36,5,0.1220,,22,19,0.4634,,36,5,0.1220,,39,2,0.0488,
1349,40,35,5,0.1250,,22,18,0.4500,,35,5,0.1250,,37,3,0.0750,
1350,37,33,4,0.1081,,25,12,0.3243,,33,4,0.1081,,34,3,0.0811,
1351,29,32,-3,0.1034,,23,6,0.2069,,32,-3,0.1034,,35,-6,0.2069,
1352,28,29,-1,0.0357,,17,11,0.3929,,30,-2,0.0714,,37,-9,0.3214,
1353,27,29,-2,0.0741,,21,6,0.2222,,29,-2,0.0741,,31,-4,0.1481,
1354,31,29,2,0.0645,,21,10,0.3226,,29,2,0.0645,,32,-1,0.0323,
1355,27,30,-3,0.1111,,21,6,0.2222,,30,-3,0.1111,,35,-8,0.2963,
1356,23,31,-8,0.3478,,19,4,0.1739,,31,-8,0.3478,,33,-10,0.4348,
1357,23,27,-4,0.1739,,17,6,0.2609,,28,-5,0.2174,,30,-7,0.3043,
1358,27,26,1,0.0370,,19,8,0.2963,,27,0,0.0000,,29,-2,0.0741,
1359,26,25,1,0.0385,,19,7,0.2692,,26,0,0.0000,,27,-1,0.0385,
1360,27,31,-4,0.1481,,19,8,0.2963,,32,-5,0.1852,,35,-8,0.2963,
1361,26,31,-5,0.1923,,19,7,0.2692,,33,-7,0.2692,,33,-7,0.2692,
1362,27,30,-3,0.1111,,21,6,0.2222,,30,-3,0.1111,,33,-6,0.2222,
1363,28,24,4,0.1429,,19,9,0.3214,,24,4,0.1429,,26,2,0.0714,
1364,29,29,0,0.0000,,18,11,0.3793,,30,-1,0.0345,,31,-2,0.0690,
1365,30,26,4,0.1333,,21,9,0.3000,,26,4,0.1333,,28,2,0.0667,
1366,31,26,5,0.1613,,22,9,0.2903,,26,5,0.1613,,26,5,0.1613,
1367,31,29,2,0.0645,,24,7,0.2258,,30,1,0.0323,,31,0,0.0000,
1368,30,26,4,0.1333,,22,8,0.2667,,26,4,0.1333,,27,3,0.1000,
1369,28,27,1,0.0357,,21,7,0.2500,,28,0,0.0000,,29,-1,0.0357,
1370,28,24,4,0.1429,,18,10,0.3571,,24,4,0.1429,,26,2,0.0714,
1371,28,27,1,0.0357,,21,7,0.2500,,30,-2,0.0714,,31,-3,0.1071,
1372,27,25,2,0.0741,,19,8,0.2963,,27,0,0.0000,,29,-2,0.0741,
1373,29,26,3,0.1034,,20,9,0.3103,,27,2,0.0690,,27,2,0.0690,
1374,30,29,1,0.0333,,20,10,0.3333,,29,1,0.0333,,32,-2,0.0667,
1375,29,30,-1,0.0345,,21,8,0.2759,,30,-1,0.0345,,32,-3,0.1034,
1376,27,27,0,0.0000,,20,7,0.2593,,28,-1,0.0370,,32,-5,0.1852,
1377,29,25,4,0.1379,,21,8,0.2759,,26,3,0.1034,,27,2,0.0690,
1378,28,24,4,0.1429,,21,7,0.2500,,25,3,0.1071,,26,2,0.0714,
1379,27,28,-1,0.0370,,19,8,0.2963,,28,-1,0.0370,,30,-3,0.1111,
1380,27,26,1,0.0370,,19,8,0.2963,,26,1,0.0370,,30,-3,0.1111,
1381,32,24,8,0.2500,,19,13,0.4063,,25,7,0.2188,,27,5,0.1563,
1382,31,27,4,0.1290,,19,12,0.3871,,28,3,0.0968,,29,2,0.0645,
1383,30,25,5,0.1667,,18,12,0.4000,,25,5,0.1667,,27,3,0.1000,
1384,28,31,-3,0.1071,,19,9,0.3214,,33,-5,0.1786,,36,-8,0.2857,
1385,23,28,-5,0.2174,,17,6,0.2609,,29,-6,0.2609,,34,-11,0.4783,
1386,23,29,-6,0.2609,,15,8,0.3478,,30,-7,0.3043,,36,-13,0.5652,
1387,23,33,-10,0.4348,,18,5,0.2174,,34,-11,0.4783,,40,-17,0.7391,
1388,22,28,-6,0.2727,,15,7,0.3182,,28,-6,0.2727,,30,-8,0.3636,
1389,29,30,-1,0.0345,,18,11,0.3793,,32,-3,0.1034,,34,-5,0.1724,
1390,34,27,7,0.2059,,20,14,0.4118,,29,5,0.1471,,31,3,0.0882,
1391,34,30,4,0.1176,,21,13,0.3824,,30,4,0.1176,,32,2,0.0588,
1392,33,31,2,0.0606,,21,12,0.3636,,32,1,0.0303,,36,-3,0.0909,
1393,38,31,7,0.1842,,21,17,0.4474,,32,6,0.1579,,38,0,0.0000,
1394,39,30,9,0.2308,,20,19,0.4872,,30,9,0.2308,,36,3,0.0769,
1395,37,30,7,0.1892,,20,17,0.4595,,31,6,0.1622,,32,5,0.1351,
1396,37,25,12,0.3243,,17,20,0.5405,,27,10,0.2703,,30,7,0.1892,
1397,36,29,7,0.1944,,18,18,0.5000,,29,7,0.1944,,32,4,0.1111,
1398,32,31,1,0.0313,,20,12,0.3750,,31,1,0.0313,,31,1,0.0313,
1399,35,30,5,0.1429,,25,10,0.2857,,31,4,0.1143,,33,2,0.0571,
1400,35,28,7,0.2000,,21,14,0.4000,,28,7,0.2000,,29,6,0.1714,
1401,35,24,11,0.3143,,19,16,0.4571,,24,11,0.3143,,26,9,0.2571,
1402,30,23,7,0.2333,,21,9,0.3000,,24,6,0.2000,,27,3,0.1000,
1403,29,30,-1,0.0345,,21,8,0.2759,,31,-2,0.0690,,35,-6,0.2069,
1404,30,27,3,0.1000,,19,11,0.3667,,27,3,0.1000,,32,-2,0.0667,
1405,27,25,2,0.0741,,21,6,0.2222,,26,1,0.0370,,27,0,0.0000,
1406,28,29,-1,0.0357,,19,9,0.3214,,30,-2,0.0714,,32,-4,0.1429,
1407,28,23,5,0.1786,,15,13,0.4643,,23,5,0.1786,,27,1,0.0357,
1408,27,25,2,0.0741,,18,9,0.3333,,25,2,0.0741,,28,-1,0.0370,
1409,25,24,1,0.0400,,19,6,0.2400,,25,0,0.0000,,27,-2,0.0800,
1410,24,23,1,0.0417,,15,9,0.3750,,23,1,0.0417,,24,0,0.0000,
1411,24,20,4,0.1667,,14,10,0.4167,,20,4,0.1667,,21,3,0.1250,
1412,25,19,6,0.2400,,14,11,0.4400,,19,6,0.2400,,21,4,0.1600,
1413,24,19,5,0.2083,,14,10,0.4167,,19,5,0.2083,,19,5,0.2083,
1414,25,23,2,0.0800,,14,11,0.4400,,23,2,0.0800,,24,1,0.0400,
1415,23,27,-4,0.1739,,18,5,0.2174,,27,-4,0.1739,,29,-6,0.2609,
1416,24,24,0,0.0000,,16,8,0.3333,,24,0,0.0000,,24,0,0.0000,
1417,29,25,4,0.1379,,20,9,0.3103,,25,4,0.1379,,26,3,0.1034,
1418,28,20,8,0.2857,,16,12,0.4286,,20,8,0.2857,,21,7,0.2500,
1419,30,22,8,0.2667,,18,12,0.4000,,23,7,0.2333,,23,7,0.2333,
1420,27,19,8,0.2963,,17,10,0.3704,,20,7,0.2593,,20,7,0.2593,
1421,29,28,1,0.0345,,17,12,0.4138,,28,1,0.0345,,31,-2,0.0690,
1422,33,26,7,0.2121,,15,18,0.5455,,26,7,0.2121,,27,6,0.1818,
1423,29,27,2,0.0690,,15,14,0.4828,,27,2,0.0690,,29,0,0.0000,
1424,35,27,8,0.2286,,18,17,0.4857,,27,8,0.2286,,30,5,0.1429,
1425,37,27,10,0.2703,,20,17,0.4595,,27,10,0.2703,,27,10,0.2703,
1426,37,28,9,0.2432,,20,17,0.4595,,28,9,0.2432,,28,9,0.2432,
1427,33,20,13,0.3939,,13,20,0.6061,,21,12,0.3636,,22,11,0.3333,
1428,35,25,10,0.2857,,15,20,0.5714,,25,10,0.2857,,27,8,0.2286,
1429,34,26,8,0.2353,,20,14,0.4118,,27,7,0.2059,,29,5,0.1471,
1430,37,30,7,0.1892,,20,17,0.4595,,30,7,0.1892,,31,6,0.1622,
1431,35,30,5,0.1429,,21,14,0.4000,,33,2,0.0571,,33,2,0.0571,
1432,34,29,5,0.1471,,19,15,0.4412,,30,4,0.1176,,32,2,0.0588,
1433,35,30,5,0.1429,,20,15,0.4286,,30,5,0.1429,,34,1,0.0286,
1434,38,28,10,0.2632,,19,19,0.5000,,28,10,0.2632,,31,7,0.1842,
1435,33,32,1,0.0303,,18,15,0.4545,,32,1,0.0303,,36,-3,0.0909,
1436,29,30,-1,0.0345,,20,9,0.3103,,30,-1,0.0345,,31,-2,0.0690,
1437,31,29,2,0.0645,,19,12,0.3871,,30,1,0.0323,,31,0,0.0000,
1438,30,25,5,0.1667,,15,15,0.5000,,25,5,0.1667,,28,2,0.0667,
1439,29,27,2,0.0690,,20,9,0.3103,,27,2,0.0690,,28,1,0.0345,
1440,28,22,6,0.2143,,17,11,0.3929,,23,5,0.1786,,26,2,0.0714,
1441,30,33,-3,0.1000,,17,13,0.4333,,33,-3,0.1000,,38,-8,0.2667,
1442,30,25,5,0.1667,,22,8,0.2667,,26,4,0.1333,,29,1,0.0333,
1443,31,27,4,0.1290,,22,9,0.2903,,27,4,0.1290,,27,4,0.1290,
1444,34,26,8,0.2353,,19,15,0.4412,,26,8,0.2353,,28,6,0.1765,
1445,30,24,6,0.2000,,17,13,0.4333,,24,6,0.2000,,27,3,0.1000,
1446,30,28,2,0.0667,,18,12,0.4000,,29,1,0.0333,,31,-1,0.0333,
1447,27,26,1,0.0370,,17,10,0.3704,,26,1,0.0370,,27,0,0.0000,
1448,27,24,3,0.1111,,18,9,0.3333,,24,3,0.1111,,27,0,0.0000,
1449,30,27,3,0.1000,,20,10,0.3333,,28,2,0.0667,,31,-1,0.0333,
1450,28,27,1,0.0357,,19,9,0.3214,,28,0,0.0000,,29,-1,0.0357,
1451,31,29,2,0.0645,,22,9,0.2903,,29,2,0.0645,,30,1,0.0323,
1452,34,28,6,0.1765,,24,10,0.2941,,29,5,0.1471,,30,4,0.1176,
1453,37,30,7,0.1892,,18,19,0.5135,,31,6,0.1622,,32,5,0.1351,
1454,35,28,7,0.2000,,18,17,0.4857,,28,7,0.2000,,32,3,0.0857,
1455,35,30,5,0.1429,,19,16,0.4571,,31,4,0.1143,,31,4,0.1143,
1456,34,27,7,0.2059,,17,17,0.5000,,27,7,0.2059,,27,7,0.2059,
1457,35,27,8,0.2286,,17,18,0.5143,,29,6,0.1714,,29,6,0.1714,
1458,34,26,8,0.2353,,19,15,0.4412,,26,8,0.2353,,29,5,0.1471,
1459,32,24,8,0.2500,,19,13,0.4063,,25,7,0.2188,,25,7,0.2188,
1460,30,25,5,0.1667,,19,11,0.3667,,26,4,0.1333,,27,3,0.1000,
1461,32,27,5,0.1563,,17,15,0.4688,,28,4,0.1250,,32,0,0.0000,
1462,32,29,3,0.0938,,18,14,0.4375,,30,2,0.0625,,33,-1,0.0313,
1463,32,29,3,0.0938,,20,12,0.3750,,29,3,0.0938,,32,0,0.0000,
1464,30,29,1,0.0333,,21,9,0.3000,,29,1,0.0333,,29,1,0.0333,
1465,35,28,7,0.2000,,17,18,0.5143,,29,6,0.1714,,29,6,0.1714,
1466,34,28,6,0.1765,,20,14,0.4118,,28,6,0.1765,,32,2,0.0588,
1467,35,24,11,0.3143,,19,16,0.4571,,24,11,0.3143,,24,11,0.3143,
1468,34,26,8,0.2353,,18,16,0.4706,,26,8,0.2353,,27,7,0.2059,
1469,31,25,6,0.1935,,18,13,0.4194,,25,6,0.1935,,26,5,0.1613,
1470,27,19,8,0.2963,,15,12,0.4444,,19,8,0.2963,,22,5,0.1852,
1471,21,25,-4,0.1905,,16,5,0.2381,,25,-4,0.1905,,29,-8,0.3810,
1472,24,23,1,0.0417,,15,9,0.3750,,24,0,0.0000,,27,-3,0.1250,
1473,23,22,1,0.0435,,16,7,0.3043,,23,0,0.0000,,25,-2,0.0870,
1474,20,24,-4,0.2000,,15,5,0.2500,,27,-7,0.3500,,31,-11,0.5500,
1475,20,25,-5,0.2500,,15,5,0.2500,,25,-5,0.2500,,27,-7,0.3500,
1476,19,32,-13,0.6842,,16,3,0.1579,,32,-13,0.6842,,34,-15,0.7895,
1477,18,29,-11,0.6111,,18,0,0.0000,,29,-11,0.6111,,31,-13,0.7222,
1478,19,30,-11,0.5789,,17,2,0.1053,,30,-11,0.5789,,30,-11,0.5789,
1479,21,23,-2,0.0952,,15,6,0.2857,,23,-2,0.0952,,26,-5,0.2381,
1480,22,24,-2,0.0909,,18,4,0.1818,,25,-3,0.1364,,26,-4,0.1818,
1481,22,24,-2,0.0909,,16,6,0.2727,,28,-6,0.2727,,30,-8,0.3636,
1482,23,28,-5,0.2174,,15,8,0.3478,,29,-6,0.2609,,31,-8,0.3478,
1483,22,23,-1,0.0455,,16,6,0.2727,,23,-1,0.0455,,23,-1,0.0455,
1484,25,27,-2,0.0800,,16,9,0.3600,,27,-2,0.0800,,27,-2,0.0800,
1485,24,28,-4,0.1667,,15,9,0.3750,,29,-5,0.2083,,30,-6,0.2500,
1486,24,25,-1,0.0417,,17,7,0.2917,,26,-2,0.0833,,29,-5,0.2083,
1487,25,30,-5,0.2000,,18,7,0.2800,,30,-5,0.2000,,32,-7,0.2800,
1488,26,25,1,0.0385,,17,9,0.3462,,25,1,0.0385,,25,1,0.0385,
1489,28,24,4,0.1429,,16,12,0.4286,,24,4,0.1429,,26,2,0.0714,
1490,31,24,7,0.2258,,18,13,0.4194,,25,6,0.1935,,26,5,0.1613,
1491,28,24,4,0.1429,,18,10,0.3571,,24,4,0.1429,,26,2,0.0714,
1492,29,26,3,0.1034,,19,10,0.3448,,27,2,0.0690,,31,-2,0.0690,
1493,29,30,-1,0.0345,,20,9,0.3103,,31,-2,0.0690,,32,-3,0.1034,
1494,26,26,0,0.0000,,18,8,0.3077,,26,0,0.0000,,28,-2,0.0769,
1495,28,21,7,0.2500,,19,9,0.3214,,23,5,0.1786,,27,1,0.0357,
1496,28,24,4,0.1429,,16,12,0.4286,,26,2,0.0714,,26,2,0.0714,
1497,25,29,-4,0.1600,,16,9,0.3600,,29,-4,0.1600,,32,-7,0.2800,
1498,26,27,-1,0.0385,,18,8,0.3077,,27,-1,0.0385,,29,-3,0.1154,
1499,24,28,-4,0.1667,,15,9,0.3750,,28,-4,0.1667,,32,-8,0.3333,
1500,22,25,-3,0.1364,,19,3,0.1364,,26,-4,0.1818,,27,-5,0.2273,
1501,22,21,1,0.0455,,15,7,0.3182,,21,1,0.0455,,22,0,0.0000,
1502,23,21,2,0.0870,,13,10,0.4348,,21,2,0.0870,,23,0,0.0000,
1503,19,25,-6,0.3158,,17,2,0.1053,,25,-6,0.3158,,27,-8,0.4211,
1504,19,26,-7,0.3684,,15,4,0.2105,,29,-10,0.5263,,32,-13,0.6842,
1505,17,20,-3,0.1765,,16,1,0.0588,,20,-3,0.1765,,24,-7,0.4118,
1506,18,19,-1,0.0556,,13,5,0.2778,,19,-1,0.0556,,21,-3,0.1667,
1507,20,24,-4,0.2000,,18,2,0.1000,,24,-4,0.2000,,29,-9,0.4500,
1508,20,25,-5,0.2500,,16,4,0.2000,,27,-7,0.3500,,28,-8,0.4000,
1509,20,21,-1,0.0500,,16,4,0.2000,,22,-2,0.1000,,24,-4,0.2000,
1510,19,20,-1,0.0526,,14,5,0.2632,,23,-4,0.2105,,25,-6,0.3158,
1511,19,26,-7,0.3684,,15,4,0.2105,,26,-7,0.3684,,29,-10,0.5263,
1512,22,20,2,0.0909,,15,7,0.3182,,20,2,0.0909,,23,-1,0.0455,
1513,22,34,-12,0.5455,,17,5,0.2273,,36,-14,0.6364,,40,-18,0.8182,
1514,21,28,-7,0.3333,,18,3,0.1429,,30,-9,0.4286,,36,-15,0.7143,
1515,25,35,-10,0.4000,,20,5,0.2000,,37,-12,0.4800,,40,-15,0.6000,
1516,28,25,3,0.1071,,20,8,0.2857,,26,2,0.0714,,26,2,0.0714,
1517,30,30,0,0.0000,,22,8,0.2667,,30,0,0.0000,,33,-3,0.1000,
1518,29,25,4,0.1379,,20,9,0.3103,,25,4,0.1379,,26,3,0.1034,
1519,26,23,3,0.1154,,20,6,0.2308,,23,3,0.1154,,25,1,0.0385,
1520,27,25,2,0.0741,,19,8,0.2963,,25,2,0.0741,,27,0,0.0000,
1521,27,26,1,0.0370,,19,8,0.2963,,27,0,0.0000,,28,-1,0.0370,
1522,30,24,6,0.2000,,16,14,0.4667,,24,6,0.2000,,26,4,0.1333,
1523,27,24,3,0.1111,,20,7,0.2593,,27,0,0.0000,,30,-3,0.1111,
1524,29,30,-1,0.0345,,23,6,0.2069,,31,-2,0.0690,,34,-5,0.1724,
1525,26,33,-7,0.2692,,18,8,0.3077,,36,-10,0.3846,,39,-13,0.5000,
1526,28,25,3,0.1071,,18,10,0.3571,,29,-1,0.0357,,33,-5,0.1786,
1527,27,31,-4,0.1481,,20,7,0.2593,,32,-5,0.1852,,34,-7,0.2593,
1528,25,26,-1,0.0400,,17,8,0.3200,,27,-2,0.0800,,28,-3,0.1200,
